구분,행정구역코드,1단계,2단계,3단계,격자 X,격자 Y,경도(시),경도(분),경도(초),위도(시),위도(분),위도(초),경도(초/100),위도(초/100),위치업데이트,,,
kor,4376041000,충청북도,괴산군,불정면,75,112,127,51,22.96,36,52,10.1,127.856377777777,36.8694722222222,,,,
kor,4377000000,충청북도,음성군,,72,113,127,41,33.44,36,56,14.66,127.692622222222,36.9374055555555,,,,
kor,4377025000,충청북도,음성군,음성읍,72,113,127,41,34.0,36,55,55.33,127.692777777777,36.9320361111111,,,,
kor,4377025300,충청북도,음성군,금왕읍,71,114,127,36,1.03,36,59,21.27,127.600286111111,36.9892416666666,,,,
kor,4377031000,충청북도,음성군,소이면,74,113,127,45,35.03,36,55,14.67,127.759730555555,36.9207416666666,,,,
kor,4377032000,충청북도,음성군,원남면,72,112,127,39,3.64,36,52,21.32,127.651011111111,36.8725888888888,,,,
kor,4377033000,충청북도,음성군,맹동면,70,113,127,33,53.64,36,55,38.0,127.5649,36.9272222222222,,,,
kor,4377034000,충청북도,음성군,대소면,69,114,127,29,7.76,36,58,8.79,127.485488888888,36.9691083333333,,,,
kor,4377035000,충청북도,음성군,삼성면,69,115,127,29,50.0,37,0,55.75,127.497222222222,37.0154861111111,,,,
kor,4377036000,충청북도,음성군,생극면,71,115,127,36,32.32,37,1,54.14,127.608977777777,37.0317055555555,,,,
kor,4377037000,충청북도,음성군,감곡면,71,117,127,38,44.4,37,6,34.14,127.645666666666,37.1094833333333,,,,
kor,4380000000,충청북도,단양군,,84,115,128,22,4.23,36,58,54.41,128.367841666666,36.9817805555555,,,,
kor,4380025000,충청북도,단양군,단양읍,84,115,128,22,13.28,36,59,1.19,128.370355555555,36.9836638888888,,,,
kor,4380025300,충청북도,단양군,매포읍,83,116,128,18,20.2,37,1,46.05,128.305611111111,37.0294583333333,,,,
kor,4380031000,충청북도,단양군,대강면,84,113,128,21,15.64,36,55,9.91,128.354344444444,36.9194194444444,,,,
kor,4380032000,충청북도,단양군,가곡면,84,115,128,23,15.52,37,1,31.98,128.387644444444,37.0255499999999,,,,
kor,4380033000,충청북도,단양군,영춘면,86,117,128,29,22.55,37,4,33.04,128.489597222222,37.0758444444444,,,,
kor,4380034000,충청북도,단양군,어상천면,84,117,128,21,39.67,37,5,57.95,128.361019444444,37.0994305555555,,,,
kor,4380035000,충청북도,단양군,적성면,83,114,128,17,42.44,36,57,28.26,128.295122222222,36.95785,,,,
kor,4380036000,충청북도,단양군,단성면,83,113,128,19,32.35,36,56,3.33,128.325652777777,36.9342583333333,,,,
kor,4400000000,충청남도,,,68,100,127,25,22.64,36,19,25.94,127.422955555555,36.3238722222222,,,,
kor,4413100000,충청남도,천안시동남구,,63,110,127,9,8.88,36,48,14.85,127.152466666666,36.804125,,,,
kor,4413125000,충청남도,천안시동남구,목천읍,65,110,127,14,12.71,36,46,55.75,127.236863888888,36.7821527777777,,,,
kor,4413131000,충청남도,천안시동남구,풍세면,63,108,127,7,14.96,36,43,9.5,127.120822222222,36.7193055555555,,,,
kor,4413132000,충청남도,천안시동남구,광덕면,62,108,127,6,47.96,36,41,44.88,127.113322222222,36.6958,,,,
kor,4413133000,충청남도,천안시동남구,북면,65,111,127,16,31.28,36,49,28.5,127.275355555555,36.8245833333333,,,,
kor,4413134000,충청남도,천안시동남구,성남면,65,109,127,14,20.47,36,44,22.38,127.239019444444,36.73955,,,,
kor,4413135000,충청남도,천안시동남구,수신면,65,109,127,16,59.03,36,43,41.66,127.283063888888,36.7282388888888,,,,
kor,4413136000,충청남도,천안시동남구,병천면,66,109,127,18,17.03,36,45,49.01,127.304730555555,36.7636138888888,,,,
kor,4413137000,충청남도,천안시동남구,동면,66,110,127,20,47.2,36,46,23.89,127.346444444444,36.7733027777777,,,,
kor,4413151000,충청남도,천안시동남구,중앙동,63,110,127,9,16.91,36,47,49.8,127.154697222222,36.7971666666666,,,,
kor,4413152000,충청남도,천안시동남구,문성동,63,110,127,9,15.32,36,48,40.85,127.154255555555,36.8113472222222,,,,
kor,4413153000,충청남도,천안시동남구,원성1동,63,110,127,9,54.0,36,48,32.1,127.165,36.8089166666666,,,,
kor,4413154000,충청남도,천안시동남구,원성2동,63,110,127,9,46.71,36,47,54.85,127.162975,36.7985694444444,,,,
kor,4413155000,충청남도,천안시동남구,봉명동,63,110,127,8,29.59,36,48,10.42,127.141552777777,36.8028944444444,,,,
kor,4413156000,충청남도,천안시동남구,일봉동,63,110,127,8,38.55,36,47,53.2,127.144041666666,36.7981111111111,,,,
kor,4413157000,충청남도,천안시동남구,신방동,63,110,127,7,20.52,36,47,6.54,127.122366666666,36.78515,,,,
kor,4413158000,충청남도,천안시동남구,청룡동,63,110,127,9,36.88,36,47,33.73,127.160244444444,36.7927027777777,,,,
kor,4413159000,충청남도,천안시동남구,신안동,63,110,127,9,34.96,36,48,56.01,127.159711111111,36.8155583333333,,,,
kor,4413300000,충청남도,천안시서북구,,63,112,127,9,25.91,36,52,32.01,127.157197222222,36.8755583333333,,,,
kor,4413325000,충청남도,천안시서북구,성환읍,63,113,127,8,11.28,36,54,55.45,127.136466666666,36.9154027777777,,,,
kor,4413325300,충청남도,천안시서북구,성거읍,64,112,127,12,4.28,36,52,30.48,127.201188888888,36.8751333333333,,,,
kor,4413325600,충청남도,천안시서북구,직산읍,63,112,127,9,9.59,36,52,32.97,127.152663888888,36.875825,,,,
kor,4413331000,충청남도,천안시서북구,입장면,64,113,127,13,24.67,36,54,35.92,127.223519444444,36.9099777777777,,,,
kor,4413351000,충청남도,천안시서북구,성정1동,63,110,127,8,42.23,36,48,43.85,127.145063888888,36.8121805555555,,,,
kor,4413352000,충청남도,천안시서북구,성정2동,63,111,127,8,22.15,36,49,14.8,127.139486111111,36.8207777777777,,,,
kor,4413353000,충청남도,천안시서북구,쌍용1동,63,110,127,7,57.44,36,48,4.14,127.132622222222,36.80115,,,,
kor,4413354000,충청남도,천안시서북구,쌍용2동,63,110,127,7,31.03,36,47,36.16,127.125286111111,36.7933777777777,,,,
kor,4413355000,충청남도,천안시서북구,쌍용3동,63,110,127,7,16.55,36,48,0.1,127.121263888888,36.8000277777777,,,,
kor,4413356000,충청남도,천안시서북구,백석동,62,110,127,7,3.28,36,49,0.64,127.117577777777,36.8168444444444,,,,
kor,4413356600,충청남도,천안시서북구,불당1동,62,110,127,6,49.38,36,48,21.36,127.113716341782,36.8059330591352,20211115,,,
kor,4413356700,충청남도,천안시서북구,불당2동,62,110,127,6,31.32,36,49,2.26,127.108700881139,36.8172939950002,20211115,,,
kor,4413358000,충청남도,천안시서북구,부성1동,63,111,127,9,8.04,36,50,33.92,127.1522345,36.8427561,20140319,,,
kor,4413359000,충청남도,천안시서북구,부성2동,63,111,127,8,16.51,36,50,14.41,127.13792,36.837336,20140319,,,
kor,4415000000,충청남도,공주시,,63,102,127,7,16.03,36,26,37.01,127.121119444444,36.4436138888888,,,,
kor,4415025000,충청남도,공주시,유구읍,60,105,126,57,9.15,36,32,59.73,126.952541666666,36.5499249999999,,,,
kor,4415031000,충청남도,공주시,이인면,62,101,127,3,55.28,36,21,32.52,127.065355555555,36.3590333333333,,,,
kor,4415032000,충청남도,공주시,탄천면,61,100,127,1,56.2,36,19,37.58,127.032277777777,36.3271055555555,,,,
kor,4415033000,충청남도,공주시,계룡면,63,100,127,8,37.55,36,21,26.57,127.143763888888,36.3573805555555,,,,
kor,4415034000,충청남도,공주시,반포면,65,101,127,15,8.4,36,23,38.32,127.252333333333,36.3939777777777,,,,
kor,4415036000,충청남도,공주시,의당면,63,104,127,8,36.2,36,29,47.77,127.143388888888,36.4966027777777,,,,
kor,4415037000,충청남도,공주시,정안면,63,106,127,7,20.52,36,36,20.89,127.122366666666,36.6058027777777,,,,
kor,4415038000,충청남도,공주시,우성면,61,103,127,3,6.79,36,28,4.83,127.051886111111,36.4680083333333,,,,
kor,4415039000,충청남도,공주시,사곡면,61,104,127,1,39.0,36,29,57.39,127.0275,36.499275,,,,
kor,4415040000,충청남도,공주시,신풍면,60,104,126,57,27.59,36,30,42.42,126.957663888888,36.5117833333333,,,,
kor,4415051000,충청남도,공주시,중학동,63,102,127,7,26.23,36,26,58.42,127.123952777777,36.4495611111111,,,,
kor,4415054000,충청남도,공주시,웅진동,63,103,127,7,19.67,36,27,20.57,127.122130555555,36.4557138888888,,,,
kor,4415055000,충청남도,공주시,금학동,63,102,127,7,17.4,36,26,9.29,127.1215,36.4359138888888,,,,
kor,4415056000,충청남도,공주시,옥룡동,63,103,127,8,21.79,36,27,16.39,127.139386111111,36.4545527777777,,,,
kor,4415057000,충청남도,공주시,신관동,63,103,127,8,5.2,36,28,9.54,127.134777777777,36.4693166666666,,,,
kor,4415059000,충청남도,공주시,월송동,63,103,127,9,17.87,36,28,16.78,127.154963,36.471329,20140319,,,
kor,4418000000,충청남도,보령시,,54,100,126,36,53.59,36,19,50.07,126.614886111111,36.330575,,,,
kor,4418025000,충청남도,보령시,웅천읍,54,98,126,36,11.71,36,13,43.61,126.603252777777,36.2287805555555,,,,
kor,4418031000,충청남도,보령시,주포면,53,102,126,35,24.03,36,24,43.89,126.590008333333,36.4121916666666,,,,
kor,4418032000,충청남도,보령시,오천면,52,102,126,31,28.47,36,26,7.73,126.524575,36.4354805555555,,,,
kor,4418033000,충청남도,보령시,천북면,52,103,126,31,45.59,36,28,33.01,126.529330555555,36.4758361111111,,,,
kor,4418034000,충청남도,보령시,청소면,53,102,126,35,29.52,36,26,33.2,126.591533333333,36.4425555555555,,,,
kor,4418035000,충청남도,보령시,청라면,55,101,126,40,32.44,36,23,15.14,126.675677777777,36.3875388888888,,,,
kor,4418036000,충청남도,보령시,남포면,54,99,126,36,25.32,36,18,6.03,126.607033333333,36.3016749999999,,,,
kor,4418038000,충청남도,보령시,주산면,54,97,126,38,1.71,36,11,43.52,126.633808333333,36.1954222222222,,,,
kor,4418039000,충청남도,보령시,미산면,55,97,126,40,42.52,36,12,27.25,126.678477777777,36.2075694444444,,,,
kor,4418040000,충청남도,보령시,성주면,54,100,126,39,12.28,36,19,59.0,126.653411111111,36.3330555555555,,,,
kor,4418041000,충청남도,보령시,주교면,53,101,126,34,16.76,36,23,16.63,126.571322222222,36.3879527777777,,,,
kor,4418051500,충청남도,보령시,대천1동,53,100,126,35,56.35,36,20,56.41,126.598986111111,36.3490027777777,,,,
kor,4418052500,충청남도,보령시,대천2동,53,100,126,35,30.67,36,21,1.14,126.591852777777,36.3503166666666,,,,
kor,4418053500,충청남도,보령시,대천3동,54,100,126,36,27.52,36,21,6.25,126.607644444444,36.3517361111111,,,,
kor,4418054500,충청남도,보령시,대천4동,54,100,126,36,10.55,36,20,15.16,126.602930555555,36.3375444444444,,,,
kor,4418056500,충청남도,보령시,대천5동,52,99,126,30,50.4,36,18,44.0,126.514,36.3122222222222,,,,
kor,4420000000,충청남도,아산시,,60,110,127,0,16.71,36,47,13.58,127.004641666666,36.7871055555555,,,,
kor,4420025000,충청남도,아산시,염치읍,60,110,126,58,42.88,36,48,50.07,126.978577777777,36.8139083333333,,,,
kor,4420025300,충청남도,아산시,배방읍,62,110,127,4,1.15,36,46,47.79,127.0669858,36.7799422,20150908,,,
kor,4420031000,충청남도,아산시,송악면,61,109,127,0,40.08,36,43,43.85,127.011133333333,36.7288472222222,,,,
kor,4420033000,충청남도,아산시,탕정면,61,110,127,3,13.76,36,47,51.23,127.053822222222,36.7975638888888,,,,
kor,4420035000,충청남도,아산시,음봉면,61,111,127,0,52.11,36,50,48.69,127.014475,36.8468583333333,,,,
kor,4420036000,충청남도,아산시,둔포면,61,113,127,2,23.47,36,55,36.69,127.039852777777,36.9268583333333,,,,
kor,4420037000,충청남도,아산시,영인면,60,111,126,57,24.32,36,51,12.79,126.956755555555,36.8535527777777,,,,
kor,4420038000,충청남도,아산시,인주면,58,111,126,53,12.4,36,51,58.02,126.886777777777,36.8661166666666,,,,
kor,4420039000,충청남도,아산시,선장면,58,110,126,51,48.0,36,47,18.25,126.863333333333,36.7884027777777,,,,
kor,4420040000,충청남도,아산시,도고면,58,109,126,52,46.67,36,45,16.79,126.879630555555,36.7546638888888,,,,
kor,4420041000,충청남도,아산시,신창면,59,110,126,56,17.59,36,48,2.88,126.938219444444,36.8007999999999,,,,
kor,4420057000,충청남도,아산시,온양1동,60,110,127,0,5.67,36,47,3.26,127.001575,36.7842388888888,,,,
kor,4420058000,충청남도,아산시,온양2동,60,110,127,0,19.67,36,46,31.88,127.005463888888,36.7755222222222,,,,
kor,4420059000,충청남도,아산시,온양3동,61,110,127,0,54.71,36,47,5.0,127.015197222222,36.7847222222222,,,,
kor,4420060000,충청남도,아산시,온양4동,60,110,126,59,10.84,36,47,8.39,126.986344444444,36.7856638888888,,,,
kor,4420061000,충청남도,아산시,온양5동,60,109,126,59,53.88,36,46,21.22,126.9983,36.7725611111111,,,,
kor,4420062000,충청남도,아산시,온양6동,61,109,127,1,3.91,36,45,29.08,127.017752777777,36.7580777777777,,,,
kor,4421000000,충청남도,서산시,,51,110,126,27,7.79,36,46,55.55,126.452163888888,36.7820972222222,,,,
kor,4421025000,충청남도,서산시,대산읍,51,113,126,26,10.96,36,56,12.35,126.436377777777,36.9367638888888,,,,
kor,4421031000,충청남도,서산시,인지면,50,109,126,25,39.52,36,45,0.33,126.427644444444,36.7500916666666,,,,
kor,4421032000,충청남도,서산시,부석면,50,108,126,23,44.0,36,42,43.41,126.395555555555,36.7120583333333,,,,
kor,4421033000,충청남도,서산시,팔봉면,49,110,126,21,6.84,36,48,32.52,126.3519,36.8090333333333,,,,
kor,4421034000,충청남도,서산시,지곡면,51,111,126,26,20.32,36,51,38.32,126.438977777777,36.8606444444444,,,,
kor,4421036000,충청남도,서산시,성연면,51,111,126,27,46.88,36,50,10.51,126.463022222222,36.8362527777777,,,,
kor,4421037000,충청남도,서산시,음암면,52,110,126,31,12.0,36,47,49.66,126.52,36.7971277777777,,,,
kor,4421038000,충청남도,서산시,운산면,53,110,126,34,57.64,36,48,28.26,126.582677777777,36.8078499999999,,,,
kor,4421039000,충청남도,서산시,해미면,53,108,126,32,49.11,36,42,39.02,126.546975,36.7108388888888,,,,
kor,4421040000,충청남도,서산시,고북면,52,107,126,32,8.11,36,39,51.04,126.535586111111,36.6641777777777,,,,
kor,4421051000,충청남도,서산시,부춘동,51,110,126,27,0.79,36,46,59.54,126.450219444444,36.7832055555555,,,,
kor,4421052500,충청남도,서산시,동문1동,51,110,126,27,40.32,36,47,13.29,126.4612,36.787025,,,,
kor,4421053500,충청남도,서산시,동문2동,51,110,126,27,42.88,36,46,40.6,126.461911111111,36.7779444444444,,,,
kor,4421054000,충청남도,서산시,수석동,51,109,126,28,9.64,36,46,6.39,126.469344444444,36.7684416666666,,,,
kor,4421055000,충청남도,서산시,석남동,51,109,126,27,21.64,36,45,46.72,126.456011111111,36.7629777777777,,,,
kor,4423000000,충청남도,논산시,,62,97,127,6,3.28,36,11,3.13,127.100911111111,36.1842027777777,,,,
kor,4423025000,충청남도,논산시,강경읍,61,96,127,1,11.84,36,9,18.36,127.019955555555,36.1551,,,,
kor,4423025300,충청남도,논산시,연무읍,62,95,127,6,4.0,36,7,19.99,127.101111111111,36.1222194444444,,,,
kor,4423031000,충청남도,논산시,성동면,61,97,127,2,8.91,36,12,2.08,127.035808333333,36.2005777777777,,,,
kor,4423032000,충청남도,논산시,광석면,62,98,127,4,55.35,36,14,23.88,127.082041666666,36.2399666666666,,,,
kor,4423033000,충청남도,논산시,노성면,63,99,127,7,56.64,36,16,30.74,127.132399999999,36.2752055555555,,,,
kor,4423034000,충청남도,논산시,상월면,63,99,127,8,35.67,36,17,33.42,127.143241666666,36.2926166666666,,,,
kor,4423035000,충청남도,논산시,부적면,63,97,127,7,48.67,36,12,47.33,127.130186111111,36.2131472222222,,,,
kor,4423036000,충청남도,논산시,연산면,64,97,127,12,9.96,36,12,37.83,127.202766666666,36.2105083333333,,,,
kor,4423038000,충청남도,논산시,벌곡면,65,97,127,16,1.11,36,12,10.91,127.266975,36.2030305555555,,,,
kor,4423039000,충청남도,논산시,양촌면,65,96,127,14,5.28,36,8,8.08,127.2348,36.1355777777777,,,,
kor,4423040000,충청남도,논산시,가야곡면,63,96,127,9,39.67,36,8,2.02,127.161019444444,36.1338944444444,,,,
kor,4423041000,충청남도,논산시,은진면,62,96,127,6,32.67,36,9,52.11,127.109074999999,36.1644749999999,,,,
kor,4423042000,충청남도,논산시,채운면,62,96,127,3,53.67,36,10,13.82,127.064908333333,36.1705055555555,,,,
kor,4423051000,충청남도,논산시,취암동,62,97,127,5,21.15,36,11,46.85,127.089208333333,36.1963472222222,,,,
kor,4423052000,충청남도,논산시,부창동,62,97,127,5,2.0,36,11,59.5,127.083888888888,36.1998611111111,,,,
kor,4425000000,충청남도,계룡시,,65,99,127,15,3.35,36,16,18.61,127.250930555555,36.2718361111111,,,,
kor,4425031000,충청남도,계룡시,두마면,65,98,127,16,29.64,36,15,50.46,127.2749,36.2640166666666,,,,
kor,4425031500,충청남도,계룡시,엄사면,65,99,127,14,31.35,36,17,8.27,127.242041666666,36.2856305555555,,,,
kor,4425033000,충청남도,계룡시,신도안면,65,99,127,14,31.88,36,18,1.68,127.242188,36.300467,20150908,,,
kor,4425051000,충청남도,계룡시,금암동,65,99,127,15,5.52,36,16,14.42,127.251533333333,36.2706722222222,,,,
kor,4427000000,충청남도,당진시,,54,112,126,37,48.91,36,53,26.7,126.630252777777,36.89075,,,,
kor,4427025000,충청남도,당진시,합덕읍,56,110,126,45,58.35,36,48,25.39,126.766208333333,36.8070527777777,,,,
kor,4427025300,충청남도,당진시,송악읍,55,112,126,41,24.59,36,54,10.87,126.6901643,36.9030195,20150908,,,
kor,4427031000,충청남도,당진시,고대면,53,113,126,35,56.23,36,55,23.32,126.598952777777,36.9231444444444,,,,
kor,4427032000,충청남도,당진시,석문면,53,114,126,35,34.59,36,58,44.64,126.592941666666,36.9790666666666,,,,
kor,4427033000,충청남도,당진시,대호지면,52,112,126,30,22.55,36,53,49.86,126.506263888888,36.8971833333333,,,,
kor,4427034000,충청남도,당진시,정미면,53,112,126,34,13.03,36,52,46.55,126.570286111111,36.8795972222222,,,,
kor,4427035000,충청남도,당진시,면천면,55,110,126,40,8.76,36,48,52.61,126.6691,36.8146138888888,,,,
kor,4427036000,충청남도,당진시,순성면,55,111,126,42,55.4,36,50,27.54,126.715388888888,36.8409833333333,,,,
kor,4427037000,충청남도,당진시,우강면,57,110,126,47,23.47,36,48,38.07,126.789852777777,36.810575,,,,
kor,4427038000,충청남도,당진시,신평면,56,112,126,46,31.88,36,52,56.89,126.775522222222,36.8824694444444,,,,
kor,4427039000,충청남도,당진시,송산면,55,113,126,40,51.76,36,55,46.6,126.681044444444,36.9296111111111,,,,
kor,4427051000,충청남도,당진시,당진1동,54,112,126,37,41.67,36,53,13.22,126.628241666666,36.8870055555555,,,,
kor,4427052000,충청남도,당진시,당진2동,54,112,126,37,41.67,36,53,13.22,126.628241666666,36.8870055555555,,,,
kor,4427053000,충청남도,당진시,당진3동,54,112,126,37,41.67,36,53,13.22,126.628241666666,36.8870055555555,,,,
kor,4471000000,충청남도,금산군,,69,95,127,29,25.11,36,6,21.13,127.490308333333,36.1058694444444,,,,
kor,4471025000,충청남도,금산군,금산읍,69,95,127,29,33.47,36,6,15.44,127.492630555555,36.1042888888888,,,,
kor,4471031000,충청남도,금산군,금성면,69,96,127,27,21.28,36,7,40.36,127.455911111111,36.1278777777777,,,,
kor,4471032000,충청남도,금산군,제원면,70,95,127,32,53.59,36,6,34.52,127.548219444444,36.1095888888888,,,,
kor,4471033000,충청남도,금산군,부리면,70,94,127,33,25.88,36,3,27.92,127.557188888888,36.0577555555555,,,,
kor,4471034000,충청남도,금산군,군북면,70,96,127,31,47.52,36,9,57.5,127.529866666666,36.1659722222222,,,,
kor,4471035000,충청남도,금산군,남일면,70,94,127,30,24.03,36,2,23.75,127.506675,36.0399305555555,,,,
kor,4471036000,충청남도,금산군,남이면,68,94,127,26,19.84,36,2,32.55,127.438844444444,36.042375,,,,
kor,4471037000,충청남도,금산군,진산면,67,96,127,22,20.64,36,8,28.78,127.3724,36.1413277777777,,,,
kor,4471038000,충청남도,금산군,복수면,68,96,127,24,1.59,36,9,48.52,127.400441666666,36.1634777777777,,,,
kor,4471039000,충청남도,금산군,추부면,69,97,127,28,41.44,36,11,30.88,127.478177777777,36.1919111111111,,,,
kor,4476000000,충청남도,부여군,,59,99,126,54,42.71,36,16,22.16,126.911863888888,36.2728222222222,,,,
kor,4476025000,충청남도,부여군,부여읍,59,99,126,54,47.76,36,16,21.66,126.913266666666,36.2726833333333,,,,
kor,4476031000,충청남도,부여군,규암면,59,99,126,53,10.52,36,16,20.5,126.886255555555,36.2723611111111,,,,
kor,4476032000,충청남도,부여군,은산면,58,99,126,51,22.76,36,18,26.66,126.856322222222,36.3074055555555,,,,
kor,4476033000,충청남도,부여군,외산면,55,99,126,42,22.52,36,18,5.03,126.706255555555,36.3013972222222,,,,
kor,4476034000,충청남도,부여군,내산면,57,99,126,46,57.52,36,16,18.77,126.782644444444,36.2718805555555,,,,
kor,4476035000,충청남도,부여군,구룡면,57,98,126,48,54.23,36,14,59.08,126.815063888888,36.2497444444444,,,,
kor,4476036000,충청남도,부여군,홍산면,56,97,126,45,44.55,36,12,49.69,126.762375,36.2138027777777,,,,
kor,4476037000,충청남도,부여군,옥산면,56,97,126,44,8.0,36,11,18.78,126.735555555555,36.18855,,,,
kor,4476038000,충청남도,부여군,남면,57,97,126,48,30.08,36,12,33.16,126.808355555555,36.2092111111111,,,,
kor,4476039000,충청남도,부여군,충화면,57,97,126,49,25.2,36,10,44.08,126.823666666666,36.1789111111111,,,,
kor,4476040000,충청남도,부여군,양화면,59,96,126,52,59.59,36,7,56.69,126.883219444444,36.1324138888888,,,,
kor,4476041000,충청남도,부여군,임천면,59,97,126,53,48.88,36,11,17.5,126.896911111111,36.1881944444444,,,,
kor,4476042000,충청남도,부여군,장암면,59,98,126,53,19.11,36,14,27.57,126.888641666666,36.2409916666666,,,,
kor,4476043000,충청남도,부여군,세도면,60,96,126,57,1.88,36,10,1.28,126.950522222222,36.1670222222222,,,,
kor,4476044000,충청남도,부여군,석성면,61,98,127,0,16.08,36,15,0.94,127.004466666666,36.2502611111111,,,,
kor,4476045000,충청남도,부여군,초촌면,61,98,127,1,19.91,36,15,39.78,127.022197222222,36.26105,,,,
kor,4477000000,충청남도,서천군,,55,94,126,41,38.0,36,4,38.66,126.693888888888,36.0774055555555,,,,
kor,4477025000,충청남도,서천군,장항읍,55,93,126,42,8.47,36,0,27.52,126.702352777777,36.0076444444444,,,,
kor,4477025300,충청남도,서천군,서천읍,55,94,126,41,30.44,36,4,29.03,126.691788888888,36.0747305555555,,,,
kor,4477031000,충청남도,서천군,마서면,55,94,126,42,31.59,36,3,32.13,126.708775,36.0589249999999,,,,
kor,4477032000,충청남도,서천군,화양면,57,93,126,47,2.32,36,2,5.22,126.783977777777,36.0347833333333,,,,
kor,4477033000,충청남도,서천군,기산면,56,94,126,45,51.44,36,4,18.11,126.764288888888,36.0716972222222,,,,
kor,4477034000,충청남도,서천군,한산면,57,94,126,48,15.11,36,5,0.08,126.804197222222,36.0833555555555,,,,
kor,4477035000,충청남도,서천군,마산면,57,95,126,47,34.03,36,6,51.82,126.792786111111,36.1143944444444,,,,
kor,4477036000,충청남도,서천군,시초면,56,95,126,45,17.88,36,7,8.03,126.754966666666,36.1188972222222,,,,
kor,4477037000,충청남도,서천군,문산면,56,96,126,45,15.47,36,8,21.67,126.754297222222,36.1393527777777,,,,
kor,4477038000,충청남도,서천군,판교면,55,96,126,41,28.32,36,9,17.46,126.6912,36.1548499999999,,,,
kor,4477039000,충청남도,서천군,종천면,55,95,126,40,19.67,36,5,40.47,126.672130555555,36.094575,,,,
kor,4477040000,충청남도,서천군,비인면,54,96,126,36,13.32,36,8,21.57,126.603699999999,36.139325,,,,
kor,4477041000,충청남도,서천군,서면,53,96,126,33,5.96,36,8,59.85,126.551655555555,36.1499583333333,,,,
kor,4479000000,충청남도,청양군,,57,103,126,48,15.32,36,27,22.57,126.804255555555,36.4562694444444,,,,
kor,4479025000,충청남도,청양군,청양읍,57,102,126,48,31.88,36,27,2.26,126.808855555555,36.4506277777777,,,,
kor,4479031000,충청남도,청양군,운곡면,58,104,126,50,48.2,36,31,15.45,126.846722222222,36.5209583333333,,,,
kor,4479032000,충청남도,청양군,대치면,58,102,126,50,3.11,36,26,29.48,126.834197222222,36.4415222222222,,,,
kor,4479033000,충청남도,청양군,정산면,60,102,126,56,50.0,36,24,43.04,126.947222222222,36.4119555555555,,,,
kor,4479034000,충청남도,청양군,목면,61,102,127,0,21.59,36,24,57.85,127.005997222222,36.4160694444444,,,,
kor,4479035000,충청남도,청양군,청남면,60,100,126,57,15.47,36,20,57.99,126.954297222222,36.3494416666666,,,,
kor,4479036000,충청남도,청양군,장평면,59,100,126,53,42.71,36,20,20.25,126.895197222222,36.3389583333333,,,,
kor,4479037000,충청남도,청양군,남양면,57,101,126,46,41.28,36,23,53.83,126.778133333333,36.3982861111111,,,,
kor,4479038000,충청남도,청양군,화성면,56,102,126,43,9.76,36,25,27.72,126.719377777777,36.4243666666666,,,,
kor,4479039000,충청남도,청양군,비봉면,57,104,126,47,19.03,36,30,59.42,126.788619444444,36.5165055555555,,,,
kor,4480000000,충청남도,홍성군,,55,106,126,39,46.47,36,35,54.1,126.662908333333,36.5983611111111,,,,
kor,4480025000,충청남도,홍성군,홍성읍,55,106,126,39,51.44,36,35,54.79,126.664288888888,36.5985527777777,,,,
kor,4480025300,충청남도,홍성군,광천읍,54,104,126,37,37.08,36,30,5.85,126.626966666666,36.501625,,,,
kor,4480025600,충청남도,홍성군,홍북읍,55,107,126,41,37.67,36,38,49.7,126.693797222222,36.6471388888888,20170817,,,
kor,4480032000,충청남도,홍성군,금마면,56,106,126,44,5.32,36,36,32.44,126.734811111111,36.6090111111111,,,,
kor,4480033000,충청남도,홍성군,홍동면,55,105,126,41,24.47,36,33,22.27,126.690130555555,36.5561861111111,,,,
kor,4480034000,충청남도,홍성군,장곡면,55,104,126,41,36.15,36,30,8.17,126.693375,36.5022694444444,,,,
kor,4480035000,충청남도,홍성군,은하면,53,104,126,35,33.11,36,31,44.44,126.592530555555,36.5290111111111,,,,
kor,4480036000,충청남도,홍성군,결성면,53,104,126,32,55.28,36,31,16.97,126.548688888888,36.5213805555555,,,,
kor,4480037000,충청남도,홍성군,서부면,52,105,126,31,9.67,36,34,38.79,126.519352777777,36.5774416666666,,,,
kor,4480038000,충청남도,홍성군,갈산면,53,106,126,33,7.59,36,36,8.27,126.552108333333,36.6022972222222,,,,
kor,4480039000,충청남도,홍성군,구항면,54,105,126,36,46.44,36,35,5.45,126.6129,36.5848472222222,,,,
kor,4481000000,충청남도,예산군,,58,107,126,51,3.15,36,40,47.3,126.850874999999,36.6798055555555,,,,
kor,4481025000,충청남도,예산군,예산읍,58,107,126,50,53.76,36,40,32.95,126.848266666666,36.6758194444444,,,,
kor,4481025300,충청남도,예산군,삽교읍,56,108,126,44,29.2,36,41,6.14,126.741444444444,36.6850388888888,,,,
kor,4481031000,충청남도,예산군,대술면,59,107,126,53,39.08,36,39,17.07,126.894188888888,36.6547416666666,,,,
kor,4481032000,충청남도,예산군,신양면,58,106,126,52,14.0,36,35,55.01,126.870555555555,36.5986138888888,,,,
kor,4481033000,충청남도,예산군,광시면,57,105,126,46,31.08,36,32,45.52,126.7753,36.5459777777777,,,,
kor,4481034000,충청남도,예산군,대흥면,57,106,126,47,25.52,36,36,13.95,126.790422222222,36.603875,,,,
